date,school,district,school_type,campaign,campaign_phase,platform,content_type,boosted,target_grade,target_gender,on_ground_support,spend_zar,budget_allocated_zar,impressions,engagements,clicks,link_clicks,page_views,form_starts,registrations,confirmed_enrollments,counsellor_referrals,ctr,engagement_rate,link_click_rate,page_view_rate,form_start_rate,completion_rate,conversion_rate,enrollment_rate,cost_per_registration,cost_per_enrollment,budget_utilisation
2026-04-26,Sandton College,Sandton,Public,Stem Drive,Mid,Facebook,Carousel,False,Grade 12,All,False,0.0,0.0,701,72.0,19.0,12.0,6.0,1.0,0.0,0.0,0.0,0.02710413694721826,0.10271041369472182,0.631578947368421,0.5,0.16666666666666666,0.0,0.0,0.0,,,
2026-06-05,Midrand High,Midrand,Public,Career Day,Mid,Facebook,Story,False,Grade 11,Female,False,0.0,0.0,896,24.0,60.0,26.0,14.0,6.0,0.0,0.0,0.0,0.06696428571428571,0.026785714285714284,0.43333333333333335,0.5384615384615384,0.42857142857142855,0.0,0.0,0.0,,,
2026-04-28,Alexandra School,Alexandra,No-Fee Public,Digital Skills Push,Mid,WhatsApp,Static,True,Grade 12,Male,False,40.64,36.66,2148,521.0,546.0,342.0,239.0,123.0,14.0,5.0,30.0,0.2541899441340782,0.2425512104283054,0.6263736263736264,0.6988304093567251,0.5146443514644351,0.11382113821138211,0.006517690875232775,0.35714285714285715,2.902857142857143,8.128,1.1085651936715768
2026-04-04,Midrand High,Midrand,Public,Literacy Week,Launch,TikTok,Video,True,Grade 11,Female,False,405.85,486.96,10361,4270.0,528.0,332.0,209.0,103.0,10.0,4.0,49.0,0.050960332014284335,0.41212238200945855,0.6287878787878788,0.6295180722891566,0.49282296650717705,0.0970873786407767,0.0009651578033008397,0.4,40.585,101.4625,0.8334360111713489
2026-04-12,Randburg High,Randburg,Public,Digital Skills Push,Launch,Facebook,Video,False,Grade 11,Male,True,0.0,0.0,876,82.0,59.0,30.0,18.0,8.0,1.0,0.0,1.0,0.06735159817351598,0.09360730593607305,0.5084745762711864,0.6,0.4444444444444444,0.125,0.001141552511415525,0.0,0.0,,
2026-04-06,Rosebank Academy,Rosebank,Public,Literacy Week,Close,TikTok,Video,True,Both,Female,False,282.21,307.88,10199,1613.0,1225.0,896.0,747.0,274.0,45.0,31.0,47.0,0.12010981468771448,0.15815276007451712,0.7314285714285714,0.8337053571428571,0.3668005354752343,0.16423357664233576,0.004412197274242573,0.6888888888888889,6.271333333333333,9.103548387096774,0.9166233597505521
2026-05-05,Soweto Academy,Soweto,No-Fee Public,Digital Skills Push,Mid,Instagram,Video,True,Grade 11,Female,True,0.0,192.27,3731,983.0,408.0,233.0,154.0,63.0,3.0,1.0,31.0,0.10935406057357278,0.26346823907799516,0.571078431372549,0.6609442060085837,0.4090909090909091,0.047619047619047616,0.0008040739748056821,0.3333333333333333,0.0,0.0,0.0
2026-04-09,Midrand High,Midrand,Public,Digital Skills Push,Launch,Facebook,Static,False,Grade 11,Female,False,0.0,0.0,763,32.0,25.0,12.0,6.0,2.0,0.0,0.0,1.0,0.0327653997378768,0.04193971166448231,0.48,0.5,0.3333333333333333,0.0,0.0,0.0,,,
2026-05-28,Alexandra School,Alexandra,No-Fee Public,Stem Drive,Close,Instagram,Carousel,False,Grade 11,Male,True,0.0,0.0,1817,220.0,217.0,134.0,107.0,35.0,3.0,2.0,7.0,0.11942762795817281,0.12107870115575124,0.6175115207373272,0.7985074626865671,0.32710280373831774,0.08571428571428572,0.001651073197578426,0.6666666666666666,0.0,0.0,
2026-12-05,Randburg High,Randburg,Public,Digital Skills Push,Mid,Facebook,Static,False,Grade 12,All,True,0.0,0.0,1697,108.0,113.0,53.0,32.0,10.0,1.0,0.0,5.0,0.06658809664113141,0.06364172068355922,0.4690265486725664,0.6037735849056604,0.3125,0.1,0.0005892751915144372,0.0,0.0,,
2026-04-25,Soweto Academy,Soweto,No-Fee Public,Stem Drive,Mid,WhatsApp,Static,False,Both,Female,True,0.0,0.0,798,229.0,0.0,116.0,73.0,33.0,3.0,1.0,0.0,0.0,0.2869674185463659,0.0,0.6293103448275862,0.4520547945205479,0.09090909090909091,0.0037593984962406013,0.3333333333333333,0.0,0.0,
2026-06-06,Midrand High,Midrand,Public,Literacy Week,Close,Facebook,Carousel,False,Both,Male,False,0.0,0.0,1344,112.0,82.0,51.0,35.0,18.0,1.0,0.0,3.0,0.06101190476190476,0.08333333333333333,0.6219512195121951,0.6862745098039216,0.5142857142857142,0.05555555555555555,0.000744047619047619,0.0,0.0,,
2026-04-25,Randburg High,Randburg,Public,Literacy Week,Mid,Facebook,Carousel,True,Grade 11,Female,False,98.67,100.18,2262,91.0,61.0,38.0,26.0,9.0,0.0,0.0,5.0,0.026967285587975242,0.040229885057471264,0.6229508196721312,0.6842105263157895,0.34615384615384615,0.0,0.0,0.0,,,0.984927131163905
2026-06-08,Sandton College,Sandton,Public,Stem Drive,Close,WhatsApp,Static,True,Grade 11,All,False,8.99,7.66,460,104.0,130.0,95.0,77.0,36.0,3.0,1.0,4.0,0.2826086956521739,0.22608695652173913,0.7307692307692307,0.8105263157894737,0.4675324675324675,0.08333333333333333,0.006521739130434782,0.3333333333333333,2.9966666666666666,8.99,1.1736292428198434
2026-06-13,Rosebank Academy,Rosebank,Public,Stem Drive,Close,Facebook,Static,False,Grade 11,Male,False,0.0,0.0,956,0.0,26.0,17.0,12.0,3.0,0.0,0.0,0.0,0.027196652719665274,0.0,0.6538461538461539,0.7058823529411765,0.25,0.0,0.0,0.0,,,
2026-04-21,Rosebank Academy,Rosebank,Public,Career Day,Mid,Facebook,Video,False,Both,Female,False,0.0,0.0,1018,85.0,58.0,28.0,0.0,8.0,1.0,0.0,3.0,0.05697445972495088,0.08349705304518663,0.4827586206896552,0.0,0.0,0.125,0.0009823182711198428,0.0,0.0,,
2026-06-05,Brixton High,Johannesburg South,Public,Career Day,Close,Instagram,Static,True,Grade 12,Female,True,166.41,191.09,2718,196.0,247.0,135.0,78.0,39.0,10.0,4.0,8.0,0.0908756438557763,0.07211184694628403,0.5465587044534413,0.5777777777777777,0.5,0.2564102564102564,0.003679175864606328,0.4,16.641,41.6025,0.8708461981265372
2026-04-30,Alexandra School,Alexandra,No-Fee Public,Career Day,Mid,WhatsApp,Carousel,False,Grade 12,All,True,0.0,0.0,882,420.0,100.0,62.0,37.0,18.0,3.0,1.0,3.0,0.11337868480725624,0.47619047619047616,0.62,0.5967741935483871,0.4864864864864865,0.16666666666666666,0.003401360544217687,0.3333333333333333,0.0,0.0,
2026-04-25,Midrand High,Midrand,Public,Career Day,Mid,Instagram,Video,False,Both,Male,False,0.0,0.0,13327,3290.0,1074.0,675.0,463.0,163.0,31.0,19.0,0.0,0.08058827943273054,0.246867261949426,0.6284916201117319,0.6859259259259259,0.35205183585313177,0.1901840490797546,0.002326104899827418,0.6129032258064516,0.0,0.0,
2026-06-13,Sandton College,Sandton,Public,Digital Skills Push,Close,TikTok,Carousel,True,Grade 12,Male,True,279.26,0.0,6761,1987.0,412.0,213.0,165.0,43.0,9.0,5.0,13.0,0.060937731104866145,0.29389143617808017,0.5169902912621359,0.7746478873239436,0.2606060606060606,0.20930232558139536,0.0013311640289897944,0.5555555555555556,31.028888888888886,55.852,
2026-01-05,Sandton College,Sandton,Public,Stem Drive,Mid,Instagram,Static,False,Grade 12,All,False,0.0,0.0,3077,184.0,202.0,105.0,67.0,32.0,4.0,2.0,14.0,0.06564835879103022,0.059798505037374064,0.5198019801980198,0.638095238095238,0.47761194029850745,0.125,0.0012999675008124798,0.5,0.0,0.0,
2026-04-24,Soweto Academy,Soweto,No-Fee Public,Career Day,Mid,Facebook,Static,True,Both,All,False,98.45,112.88,2932,179.0,150.0,61.0,36.0,16.0,1.0,0.0,4.0,0.05115961800818554,0.06105047748976808,0.4066666666666667,0.5901639344262295,0.4444444444444444,0.0625,0.00034106412005457026,0.0,98.45,,0.8721651311126861
2026-06-08,Alexandra School,Alexandra,No-Fee Public,Literacy Week,Close,Instagram,Carousel,False,Both,Female,True,0.0,0.0,434,84.0,46.0,25.0,15.0,6.0,0.0,0.0,2.0,0.10599078341013825,0.1935483870967742,0.5434782608695652,0.6,0.4,0.0,0.0,0.0,,,
2026-01-05,Soweto Academy,Soweto,No-Fee Public,Career Day,Mid,Facebook,Story,False,Grade 11,Male,False,0.0,0.0,1311,103.0,49.0,33.0,23.0,6.0,0.0,0.0,4.0,0.03737604881769641,0.07856598016781083,0.673469387755102,0.696969696969697,0.2608695652173913,0.0,0.0,0.0,,,
2026-04-05,Rosebank Academy,Rosebank,Public,Digital Skills Push,Launch,Instagram,Story,False,Both,Female,False,0.0,0.0,22402,2336.0,0.0,577.0,326.0,159.0,0.0,8.0,41.0,0.0,0.1042764038925096,0.0,0.5649913344887348,0.48773006134969327,0.0,0.0,0.0,,0.0,
2026-06-06,Alexandra School,Alexandra,No-Fee Public,Career Day,Close,Facebook,Carousel,False,Grade 11,Female,True,0.0,0.0,1148,73.0,59.0,26.0,17.0,8.0,0.0,0.0,1.0,0.05139372822299652,0.06358885017421603,0.4406779661016949,0.6538461538461539,0.47058823529411764,0.0,0.0,0.0,,,
2026-06-04,Rosebank Academy,Rosebank,Public,Stem Drive,Launch,TikTok,Video,True,Grade 12,Male,False,219.3,244.05,10267,4281.0,1030.0,644.0,368.0,166.0,14.0,6.0,69.0,0.10032141813577482,0.41696698159150675,0.625242718446602,0.5714285714285714,0.45108695652173914,0.08433734939759036,0.0013635920911658711,0.42857142857142855,15.664285714285715,36.550000000000004,0.8985863552550707
2026-04-23,Midrand High,Midrand,Public,Stem Drive,Mid,Instagram,Static,False,Both,All,False,0.0,0.0,2365,163.0,173.0,96.0,75.0,29.0,2.0,0.0,5.0,0.07315010570824525,0.06892177589852008,0.5549132947976878,0.78125,0.38666666666666666,0.06896551724137931,0.0008456659619450317,0.0,0.0,,
2026-04-20,Alexandra School,Alexandra,No-Fee Public,Digital Skills Push,Mid,TikTok,Video,False,Both,All,True,0.0,0.0,1006,230.0,41.0,19.0,15.0,8.0,0.0,0.0,1.0,0.040755467196819085,0.2286282306163022,0.4634146341463415,0.7894736842105263,0.5333333333333333,0.0,0.0,0.0,,,
2026-05-28,Soweto Academy,Soweto,No-Fee Public,Digital Skills Push,Close,WhatsApp,Static,True,Grade 11,All,False,77.65,88.69,2920,0.0,689.0,317.0,236.0,84.0,5.0,3.0,32.0,0.23595890410958903,0.0,0.46008708272859217,0.7444794952681388,0.3559322033898305,0.05952380952380952,0.0017123287671232876,0.6,15.530000000000001,25.883333333333336,0.8755214793099562
2026-04-20,Alexandra School,Alexandra,No-Fee Public,Career Day,Mid,TikTok,Video,False,Grade 11,Female,False,0.0,0.0,8325,2025.0,556.0,247.0,179.0,51.0,3.0,2.0,15.0,0.06678678678678679,0.24324324324324326,0.4442446043165468,0.7246963562753036,0.2849162011173184,0.058823529411764705,0.00036036036036036037,0.6666666666666666,0.0,0.0,
2026-05-29,Sandton College,Sandton,Public,Digital Skills Push,Close,TikTok,Static,False,Grade 11,All,False,0.0,0.0,8691,1186.0,912.0,438.0,291.0,82.0,5.0,0.0,43.0,0.10493614083534691,0.1364630077091244,0.48026315789473684,0.6643835616438356,0.281786941580756,0.06097560975609756,0.0005753077896674721,0.0,0.0,,
2026-04-24,Rosebank Academy,Rosebank,Public,Digital Skills Push,Mid,WhatsApp,Video,True,Both,Female,False,14.03,14.82,796,400.0,0.0,148.0,85.0,24.0,3.0,1.0,20.0,0.0,0.5025125628140703,0.0,0.5743243243243243,0.2823529411764706,0.125,0.0037688442211055275,0.3333333333333333,4.676666666666667,14.03,0.9466936572199729
2026-06-05,Soweto Academy,Soweto,No-Fee Public,Literacy Week,Mid,WhatsApp,Static,False,Both,Female,True,0.0,0.0,1775,344.0,423.0,206.0,132.0,0.0,6.0,3.0,27.0,0.23830985915492958,0.19380281690140846,0.48699763593380613,0.6407766990291263,0.0,0.0,0.0033802816901408453,0.5,0.0,0.0,
2026-02-05,Midrand High,Midrand,Public,Digital Skills Push,Mid,TikTok,Carousel,True,Grade 11,Male,False,483.68,469.95,13990,4081.0,907.0,668.0,458.0,170.0,10.0,4.0,67.0,0.06483202287348105,0.29170836311651177,0.7364939360529217,0.6856287425149701,0.37117903930131,0.058823529411764705,0.0007147962830593281,0.4,48.368,120.92,1.0292158740291522
2026-04-25,Midrand High,Midrand,Public,Digital Skills Push,Mid,Instagram,Video,False,Grade 12,All,True,0.0,0.0,17525,2569.0,1082.0,635.0,482.0,158.0,33.0,17.0,79.0,0.06174037089871612,0.14659058487874466,0.5868761552680222,0.7590551181102362,0.3278008298755187,0.2088607594936709,0.0018830242510699002,0.5151515151515151,0.0,0.0,
2026-06-13,Sandton College,Sandton,Public,Stem Drive,Close,TikTok,Static,False,Grade 12,Male,True,0.0,0.0,1224,174.0,49.0,34.0,28.0,0.0,2.0,0.0,4.0,0.04003267973856209,0.14215686274509803,0.6938775510204082,0.8235294117647058,0.0,0.0,0.0016339869281045752,0.0,0.0,,
2026-04-26,Midrand High,Midrand,Public,Career Day,Mid,WhatsApp,Video,True,Both,Male,True,21.87,20.02,803,259.0,134.0,98.0,63.0,19.0,3.0,1.0,12.0,0.16687422166874222,0.32254047322540474,0.7313432835820896,0.6428571428571429,0.30158730158730157,0.15789473684210525,0.0037359900373599006,0.3333333333333333,7.29,21.87,1.0924075924075924
2026-04-23,Midrand High,Midrand,Public,Career Day,Mid,TikTok,Video,True,Both,All,False,0.0,237.62,7861,1055.0,400.0,182.0,111.0,36.0,7.0,3.0,22.0,0.05088411143620405,0.13420684391298818,0.455,0.6098901098901099,0.32432432432432434,0.19444444444444445,0.0008904719501335708,0.42857142857142855,0.0,0.0,0.0
2026-05-25,Rosebank Academy,Rosebank,Public,Digital Skills Push,Close,WhatsApp,Static,False,Grade 12,Female,True,0.0,0.0,467,87.0,120.0,72.0,57.0,15.0,2.0,0.0,5.0,0.2569593147751606,0.18629550321199143,0.6,0.7916666666666666,0.2631578947368421,0.13333333333333333,0.004282655246252677,0.0,0.0,,
2026-05-16,Rosebank Academy,Rosebank,Public,Digital Skills Push,Close,Facebook,Static,True,Grade 11,Male,False,81.28,69.09,2383,146.0,168.0,87.0,60.0,15.0,1.0,0.0,8.0,0.07049937054133446,0.06126731011330256,0.5178571428571429,0.6896551724137931,0.25,0.06666666666666667,0.000419639110365086,0.0,81.28,,1.1764365320596324
2026-04-24,Sandton College,Sandton,Public,Literacy Week,Mid,Facebook,Static,True,Grade 12,Female,True,25.08,25.32,886,36.0,54.0,30.0,19.0,5.0,1.0,0.0,4.0,0.060948081264108354,0.040632054176072234,0.5555555555555556,0.6333333333333333,0.2631578947368421,0.2,0.001128668171557562,0.0,25.08,,0.9905213270142179
2026-04-18,Randburg High,Randburg,Public,Stem Drive,Mid,Instagram,Carousel,True,Both,Female,False,290.71,248.39,6259,1325.0,590.0,315.0,265.0,85.0,18.0,0.0,38.0,0.09426425946636843,0.21169515897108165,0.5338983050847458,0.8412698412698413,0.32075471698113206,0.21176470588235294,0.0028758587633807317,0.0,16.150555555555556,,1.1703772293570593
2026-09-05,Brixton High,Johannesburg South,Public,Stem Drive,Mid,WhatsApp,Video,True,Grade 12,All,False,5.33,5.99,492,198.0,122.0,64.0,36.0,10.0,1.0,0.0,0.0,0.24796747967479674,0.4024390243902439,0.5245901639344263,0.5625,0.2777777777777778,0.1,0.0020325203252032522,0.0,5.33,,0.8898163606010017
2026-04-29,Midrand High,Midrand,Public,Literacy Week,Mid,TikTok,Video,False,Both,Female,False,0.0,0.0,20028,5669.0,1514.0,853.0,691.0,296.0,59.0,26.0,87.0,0.0755941681645696,0.28305372478530055,0.5634081902245707,0.8100820633059789,0.4283646888567294,0.19932432432432431,0.002945875773916517,0.4406779661016949,0.0,0.0,
2026-05-03,Randburg High,Randburg,Public,Digital Skills Push,Mid,TikTok,Video,False,Both,Male,False,0.0,0.0,1538,425.0,72.0,0.0,28.0,14.0,1.0,0.0,2.0,0.04681404421326398,0.276332899869961,0.0,0.0,0.5,0.07142857142857142,0.0006501950585175553,0.0,0.0,,
2026-04-21,Rosebank Academy,Rosebank,Public,Career Day,Mid,Facebook,Story,False,Grade 12,Female,True,0.0,0.0,1035,73.0,72.0,30.0,18.0,7.0,1.0,0.0,2.0,0.06956521739130435,0.07053140096618357,0.4166666666666667,0.6,0.3888888888888889,0.14285714285714285,0.000966183574879227,0.0,0.0,,
2026-04-26,Midrand High,Midrand,Public,Literacy Week,Mid,TikTok,Video,False,Grade 12,Female,False,0.0,0.0,8909,0.0,1165.0,597.0,0.0,153.0,26.0,14.0,74.0,0.13076664047592323,0.0,0.5124463519313305,0.0,0.0,0.16993464052287582,0.002918397126501291,0.5384615384615384,0.0,0.0,
2026-12-04,Rosebank Academy,Rosebank,Public,Literacy Week,Launch,TikTok,Video,True,Grade 11,Male,False,41.56,39.69,1574,458.0,161.0,76.0,43.0,14.0,0.0,0.0,10.0,0.102287166454892,0.2909783989834816,0.4720496894409938,0.5657894736842105,0.32558139534883723,0.0,0.0,0.0,,,1.0471151423532377
2026-04-03,Rosebank Academy,Rosebank,Public,Career Day,Launch,WhatsApp,Static,False,Grade 12,All,False,0.0,0.0,779,198.0,272.0,201.0,155.0,65.0,4.0,2.0,25.0,0.3491655969191271,0.25417201540436457,0.7389705882352942,0.7711442786069652,0.41935483870967744,0.06153846153846154,0.005134788189987163,0.5,0.0,0.0,
2026-04-24,Soweto Academy,Soweto,No-Fee Public,Career Day,Mid,Facebook,Video,True,Grade 11,All,True,23.91,0.0,730,77.0,20.0,12.0,6.0,2.0,0.0,0.0,0.0,0.0273972602739726,0.10547945205479452,0.6,0.5,0.3333333333333333,0.0,0.0,0.0,,,
2026-05-25,Sandton College,Sandton,Public,Digital Skills Push,Close,Instagram,Carousel,True,Both,All,True,367.77,404.31,7097,388.0,0.0,405.0,282.0,133.0,11.0,6.0,34.0,0.0,0.05467098774129914,0.0,0.6962962962962963,0.4716312056737589,0.08270676691729323,0.0015499506833873467,0.5454545454545454,33.43363636363636,61.294999999999995,0.9096238035171031
2026-04-03,Midrand High,Midrand,Public,Stem Drive,Launch,WhatsApp,Video,True,Grade 12,All,False,16.56,17.21,1297,680.0,409.0,207.0,157.0,63.0,4.0,2.0,30.0,0.315343099460293,0.5242868157286045,0.5061124694376528,0.7584541062801933,0.4012738853503185,0.06349206349206349,0.0030840400925212026,0.5,4.14,8.28,0.9622312608948285
2026-07-06,Rosebank Academy,Rosebank,Public,Literacy Week,Close,TikTok,Video,False,Grade 11,Male,False,0.0,0.0,8604,0.0,563.0,0.0,236.0,107.0,9.0,4.0,39.0,0.06543468154346815,0.0,0.0,0.0,0.4533898305084746,0.08411214953271028,0.0010460251046025104,0.4444444444444444,0.0,0.0,
2026-05-17,Brixton High,Johannesburg South,Public,Stem Drive,Close,WhatsApp,Static,False,Grade 12,Female,False,0.0,0.0,279,79.0,78.0,41.0,34.0,0.0,2.0,1.0,4.0,0.27956989247311825,0.2831541218637993,0.5256410256410257,0.8292682926829268,0.0,0.0,0.007168458781362007,0.5,0.0,0.0,
2026-04-10,Randburg High,Randburg,Public,Literacy Week,Launch,WhatsApp,Carousel,True,Grade 11,All,True,11.57,12.76,608,130.0,179.0,130.0,98.0,28.0,2.0,1.0,8.0,0.2944078947368421,0.2138157894736842,0.7262569832402235,0.7538461538461538,0.2857142857142857,0.07142857142857142,0.003289473684210526,0.5,5.785,11.57,0.9067398119122257
2026-04-19,Alexandra School,Alexandra,No-Fee Public,Stem Drive,Mid,WhatsApp,Video,False,Grade 11,Female,False,0.0,0.0,958,279.0,0.0,145.0,93.0,44.0,3.0,1.0,8.0,0.0,0.29123173277661796,0.0,0.6413793103448275,0.4731182795698925,0.06818181818181818,0.003131524008350731,0.3333333333333333,0.0,0.0,
2026-05-21,Alexandra School,Alexandra,No-Fee Public,Career Day,Close,TikTok,Video,False,Both,All,True,0.0,0.0,5047,1134.0,282.0,116.0,83.0,0.0,2.0,0.0,7.0,0.05587477709530414,0.22468793342579751,0.41134751773049644,0.7155172413793104,0.0,0.0,0.00039627501486031304,0.0,0.0,,
2026-10-06,Randburg High,Randburg,Public,Career Day,Close,WhatsApp,Video,True,Grade 12,Male,False,25.49,23.54,1395,423.0,159.0,95.0,80.0,32.0,2.0,1.0,10.0,0.11397849462365592,0.3032258064516129,0.5974842767295597,0.8421052631578947,0.4,0.0625,0.0014336917562724014,0.5,12.745,25.49,1.0828377230246389
2026-05-04,Rosebank Academy,Rosebank,Public,Literacy Week,Launch,TikTok,Video,False,Both,Male,True,0.0,0.0,5329,712.0,418.0,285.0,174.0,76.0,10.0,4.0,0.0,0.07843873146931882,0.13360855695252394,0.6818181818181818,0.6105263157894737,0.4367816091954023,0.13157894736842105,0.0018765246762994933,0.4,0.0,0.0,
2026-04-17,Sandton College,Sandton,Public,Digital Skills Push,Mid,TikTok,Static,True,Both,Female,False,89.24,92.13,4170,643.0,477.0,283.0,157.0,66.0,8.0,5.0,0.0,0.11438848920863309,0.15419664268585132,0.5932914046121593,0.5547703180212014,0.42038216560509556,0.12121212121212122,0.0019184652278177458,0.625,11.155,17.848,0.9686312818842939
2026-05-25,Midrand High,Midrand,Public,Career Day,Close,WhatsApp,Static,True,Grade 12,Male,True,15.22,14.01,1416,196.0,320.0,217.0,178.0,0.0,8.0,4.0,29.0,0.22598870056497175,0.1384180790960452,0.678125,0.8202764976958525,0.0,0.0,0.005649717514124294,0.5,1.9025,3.805,1.0863668807994291
2026-04-06,Brixton High,Johannesburg South,Public,Literacy Week,Close,WhatsApp,Video,True,Both,All,False,39.59,38.1,1422,422.0,240.0,122.0,83.0,23.0,1.0,0.0,0.0,0.16877637130801687,0.2967651195499297,0.5083333333333333,0.680327868852459,0.27710843373493976,0.043478260869565216,0.0007032348804500703,0.0,39.59,,1.0391076115485565
2026-05-09,Rosebank Academy,Rosebank,Public,Career Day,Mid,Instagram,Video,False,Grade 12,Male,False,0.0,0.0,1283,197.0,79.0,40.0,24.0,11.0,2.0,0.0,5.0,0.06157443491816056,0.15354637568199533,0.5063291139240507,0.6,0.4583333333333333,0.18181818181818182,0.001558846453624318,0.0,0.0,,
2026-04-27,Sandton College,Sandton,Public,Literacy Week,Mid,Facebook,Video,True,Grade 12,Male,False,454.44,482.41,9460,410.0,247.0,169.0,133.0,46.0,10.0,6.0,17.0,0.026109936575052853,0.04334038054968287,0.6842105263157895,0.7869822485207101,0.3458646616541353,0.21739130434782608,0.0010570824524312897,0.6,45.444,75.74,0.9420202732115834
2026-10-04,Rosebank Academy,Rosebank,Public,Career Day,Launch,WhatsApp,Static,True,Grade 12,All,False,29.17,30.9,1610,413.0,401.0,275.0,178.0,78.0,5.0,2.0,17.0,0.24906832298136647,0.2565217391304348,0.685785536159601,0.6472727272727272,0.43820224719101125,0.0641025641025641,0.003105590062111801,0.4,5.8340000000000005,14.585,0.9440129449838188
2026-05-03,Rosebank Academy,Rosebank,Public,Literacy Week,Mid,Instagram,Static,False,Both,Female,False,0.0,0.0,835,117.0,25.0,14.0,11.0,3.0,0.0,0.0,1.0,0.029940119760479042,0.14011976047904193,0.56,0.7857142857142857,0.2727272727272727,0.0,0.0,0.0,,,
2026-04-07,Rosebank Academy,Rosebank,Public,Stem Drive,Launch,TikTok,Video,False,Grade 11,All,False,0.0,0.0,7496,1208.0,964.0,675.0,552.0,253.0,25.0,14.0,64.0,0.12860192102454643,0.16115261472785486,0.700207468879668,0.8177777777777778,0.4583333333333333,0.09881422924901186,0.0033351120597652083,0.56,0.0,0.0,
2026-04-02,Rosebank Academy,Rosebank,Public,Literacy Week,Launch,Facebook,Static,True,Grade 11,All,False,251.71,239.22,5756,118.0,289.0,201.0,127.0,0.0,2.0,1.0,10.0,0.05020847810979847,0.02050034746351633,0.6955017301038062,0.6318407960199005,0.0,0.0,0.00034746351633078526,0.5,125.855,251.71,1.0522113535657553
2026-06-09,Randburg High,Randburg,Public,Stem Drive,Close,WhatsApp,Static,False,Grade 12,Male,False,0.0,0.0,1496,431.0,169.0,83.0,66.0,17.0,2.0,1.0,8.0,0.11296791443850267,0.28810160427807485,0.4911242603550296,0.7951807228915663,0.25757575757575757,0.11764705882352941,0.001336898395721925,0.5,0.0,0.0,
2026-12-04,Alexandra School,Alexandra,No-Fee Public,Career Day,Launch,Instagram,Static,False,Grade 12,All,False,0.0,0.0,5808,257.0,270.0,135.0,100.0,27.0,1.0,0.0,17.0,0.04648760330578512,0.04424931129476584,0.5,0.7407407407407407,0.27,0.037037037037037035,0.0001721763085399449,0.0,0.0,,
2026-04-11,Sandton College,Sandton,Public,Digital Skills Push,Launch,Instagram,Static,False,Grade 11,All,False,0.0,0.0,3538,142.0,288.0,140.0,95.0,49.0,2.0,1.0,0.0,0.08140192198982477,0.04013566986998304,0.4861111111111111,0.6785714285714286,0.5157894736842106,0.04081632653061224,0.0005652911249293386,0.5,0.0,0.0,
2026-04-16,Rosebank Academy,Rosebank,Public,Digital Skills Push,Mid,Instagram,Story,False,Grade 12,Female,False,0.0,0.0,5114,269.0,399.0,293.0,168.0,65.0,15.0,8.0,19.0,0.07802111849824013,0.05260070394994134,0.7343358395989975,0.5733788395904437,0.3869047619047619,0.23076923076923078,0.002933124755572937,0.5333333333333333,0.0,0.0,
2026-06-12,Midrand High,Midrand,Public,Digital Skills Push,Close,Instagram,Static,False,Grade 12,All,False,0.0,0.0,13455,0.0,812.0,529.0,355.0,111.0,0.0,10.0,76.0,0.06034931252322557,0.0,0.6514778325123153,0.6710775047258979,0.3126760563380282,0.0,0.0,0.0,,0.0,
2026-05-15,Randburg High,Randburg,Public,Career Day,Mid,WhatsApp,Static,True,Grade 11,Male,False,13.1,12.06,1163,218.0,359.0,236.0,158.0,45.0,0.0,3.0,19.0,0.30868443680137575,0.1874462596732588,0.6573816155988857,0.6694915254237288,0.2848101265822785,0.0,0.0,0.0,,4.366666666666666,1.0862354892205637
2026-10-04,Alexandra School,Alexandra,No-Fee Public,Digital Skills Push,Launch,TikTok,Video,True,Grade 11,Male,True,141.83,141.22,3363,1218.0,420.0,0.0,164.0,72.0,4.0,2.0,38.0,0.12488849241748438,0.3621766280107047,0.0,0.0,0.43902439024390244,0.05555555555555555,0.0011894142134998512,0.5,35.4575,70.915,1.0043195014870416
2026-06-09,Randburg High,Randburg,Public,Stem Drive,Close,WhatsApp,Static,True,Grade 12,Male,False,22.5,22.86,766,118.0,204.0,84.0,62.0,20.0,2.0,1.0,10.0,0.26631853785900783,0.15404699738903394,0.4117647058823529,0.7380952380952381,0.3225806451612903,0.1,0.0026109660574412533,0.5,11.25,22.5,0.984251968503937
2026-05-05,Soweto Academy,Soweto,No-Fee Public,Stem Drive,Mid,Instagram,Video,False,Both,Female,True,0.0,0.0,1171,189.0,128.0,57.0,47.0,18.0,1.0,0.0,6.0,0.10930828351836037,0.161400512382579,0.4453125,0.8245614035087719,0.3829787234042553,0.05555555555555555,0.0008539709649871904,0.0,0.0,,
2026-12-04,Rosebank Academy,Rosebank,Public,Digital Skills Push,Launch,TikTok,Video,True,Both,Male,False,263.19,276.25,8360,2467.0,1232.0,692.0,409.0,188.0,11.0,7.0,77.0,0.14736842105263157,0.2950956937799043,0.5616883116883117,0.5910404624277457,0.45965770171149145,0.05851063829787234,0.0013157894736842105,0.6363636363636364,23.926363636363636,37.598571428571425,0.9527239819004525
2026-04-04,Brixton High,Johannesburg South,Public,Literacy Week,Launch,Instagram,Carousel,True,Both,Male,True,233.35,256.28,6305,519.0,745.0,360.0,210.0,82.0,14.0,8.0,52.0,0.11816019032513878,0.08231562252180809,0.48322147651006714,0.5833333333333334,0.3904761904761905,0.17073170731707318,0.0022204599524187152,0.5714285714285714,16.66785714285714,29.16875,0.9105275479943812
