date,school,district,school_type,campaign,campaign_phase,platform,content_type,boosted,target_grade,target_gender,on_ground_support,spend_zar,budget_allocated_zar,impressions,engagements,clicks,link_clicks,page_views,form_starts,registrations,confirmed_enrollments,counsellor_referrals
24/04/2026,SOWETO ACADEMY,Soweto,No-Fee Public,Career Day,Mid,facebook,Video,True,Grade 11,All,True,23.91,,730,77.0,20.0,12.0,6.0,2.0,,0.0,0.0
25/05/2026,SANDTON COLLEGE,Sandton,Public,Digital Skills Push,Close,IG,Carousel,True,Both,All,True,367.77,404.31,7097,388.0,,405.0,282.0,133.0,11.0,6.0,34.0
03/04/2026,midrand high,Midrand,Public,STEM drive,Launch,WA,Video,True,Grade 12,All,False,16.56,17.21,1297,680.0,409.0,207.0,157.0,63.0,4.0,2.0,30.0
2026/06/07,Rosebank Academy,Rosebank,Public,literacy week,Close,tiktok,Video,False,Grade 11,Male,False,0.0,0.0,8604,,563.0,,236.0,107.0,9.0,4.0,39.0
2026-05-17,brixton high,Johannesburg South,Public,STEM Drive,Close,WhatsApp,Static,False,Grade 12,Female,False,0.0,0.0,279,79.0,78.0,41.0,34.0,,2.0,1.0,4.0
10/04/2026,randburg high,Randburg,Public,literacy week,Launch,WA,Carousel,True,Grade 11,All,True,11.57,12.76,608,130.0,179.0,130.0,98.0,28.0,2.0,1.0,8.0
19/04/2026,Alexandra School,Alexandra,No-Fee Public,stem drive,Mid,WhatsApp,Video,False,Grade 11,Female,False,0.0,0.0,958,279.0,,145.0,93.0,44.0,3.0,1.0,8.0
21/05/2026,ALEXANDRA SCHOOL,Alexandra,No-Fee Public,CAREER DAY,Close,TT,Video,False,Both,All,True,0.0,0.0,5047,1134.0,282.0,116.0,83.0,,2.0,0.0,7.0
2026/06/10,randburg high,Randburg,Public,career day,Close,whatsapp,Video,True,Grade 12,Male,False,25.49,23.54,1395,423.0,159.0,95.0,80.0,32.0,2.0,1.0,10.0
2026/04/05,Rosebank Academy,Rosebank,Public,literacy week,Launch,tiktok,Video,False,Both,Male,True,0.0,0.0,5329,712.0,418.0,285.0,174.0,76.0,10.0,4.0,
17/04/2026,sandton college,Sandton,Public,digital skills push,Mid,tiktok,Static,True,Both,Female,False,89.24,92.13,4170,643.0,477.0,283.0,157.0,66.0,8.0,5.0,
2026/05/25,Midrand High,Midrand,Public,Career Day,Close,WA,Static,True,Grade 12,Male,True,15.22,14.01,1416,196.0,320.0,217.0,178.0,,8.0,4.0,29.0
2026-06-04,Brixton High,Johannesburg South,Public,LITERACY WEEK,Close,whatsapp,Video,True,Both,All,False,39.59,38.1,1422,422.0,240.0,122.0,83.0,23.0,1.0,,
09-05-2026,ROSEBANK ACADEMY,Rosebank,Public,CAREER DAY,Mid,Insta,Video,False,Grade 12,Male,False,0.0,0.0,1283,197.0,79.0,40.0,24.0,11.0,2.0,0.0,5.0
27-04-2026,Sandton College,Sandton,Public,LITERACY WEEK,Mid,Facebook,Video,True,Grade 12,Male,False,454.44,482.41,9460,410.0,247.0,169.0,133.0,46.0,10.0,6.0,17.0
2026-04-10,Rosebank Academy,Rosebank,Public,career day,Launch,WA,Static,True,Grade 12,All,False,29.17,30.9,1610,413.0,401.0,275.0,178.0,78.0,5.0,2.0,17.0
03-05-2026,ROSEBANK ACADEMY,Rosebank,Public,literacy week,Mid,Insta,Static,False,Both,Female,False,0.0,0.0,835,117.0,25.0,14.0,11.0,3.0,0.0,0.0,1.0
07-04-2026,rosebank academy,Rosebank,Public,STEM Drive,Launch,tiktok,Video,False,Grade 11,All,False,0.0,0.0,7496,1208.0,964.0,675.0,552.0,253.0,25.0,14.0,64.0
2026/05/06,,Rosebank,Public,literacy week,Mid,Instagram,Story,False,Grade 11,Male,False,0.0,0.0,1015,80.0,77.0,44.0,32.0,10.0,1.0,,5.0
02/04/2026,ROSEBANK ACADEMY,Rosebank,Public,LITERACY WEEK,Launch,facebook,Static,True,Grade 11,All,False,251.71,239.22,5756,118.0,289.0,201.0,127.0,,2.0,1.0,10.0
09/06/2026,randburg high,Randburg,Public,stem drive,Close,whatsapp,Static,False,Grade 12,Male,False,0.0,0.0,1496,431.0,169.0,83.0,66.0,17.0,2.0,1.0,8.0
2026-04-15,,Alexandra,No-Fee Public,Literacy Week,Mid,WA,Static,True,Grade 12,Female,False,13.62,13.78,628,160.0,100.0,63.0,,19.0,2.0,1.0,5.0
2026/04/12,alexandra school,Alexandra,No-Fee Public,Career Day,Launch,IG,Static,False,Grade 12,All,False,0.0,0.0,5808,257.0,270.0,135.0,100.0,27.0,1.0,0.0,17.0
11-04-2026,sandton college,Sandton,Public,digital skills push,Launch,Insta,Static,False,Grade 11,All,False,0.0,0.0,3538,142.0,288.0,140.0,95.0,49.0,2.0,1.0,
16-04-2026,ROSEBANK ACADEMY,Rosebank,Public,DIGITAL SKILLS PUSH,Mid,Insta,Story,False,Grade 12,Female,False,0.0,0.0,5114,269.0,399.0,293.0,168.0,65.0,15.0,8.0,19.0
12/06/2026,MIDRAND HIGH,Midrand,Public,Digital Skills Push,Close,Instagram,Static,False,Grade 12,All,False,0.0,0.0,13455,,812.0,529.0,355.0,111.0,,10.0,76.0
15/05/2026,Randburg High,Randburg,Public,career day,Mid,WhatsApp,Static,True,Grade 11,Male,False,13.1,12.06,1163,218.0,359.0,236.0,158.0,45.0,,3.0,19.0
2026-04-10,ALEXANDRA SCHOOL,Alexandra,No-Fee Public,digital skills push,Launch,TT,Video,True,Grade 11,Male,True,141.83,141.22,3363,1218.0,420.0,,164.0,72.0,4.0,2.0,38.0
09-06-2026,Randburg High,Randburg,Public,STEM Drive,Close,WA,Static,True,Grade 12,Male,False,22.5,22.86,766,118.0,204.0,84.0,62.0,20.0,2.0,1.0,10.0
2026/05/05,soweto academy,Soweto,No-Fee Public,STEM Drive,Mid,Instagram,Video,False,Both,Female,True,0.0,,1171,189.0,128.0,57.0,47.0,18.0,1.0,0.0,6.0
01-04-2026,,Rosebank,Public,stem drive,Launch,TT,Static,False,Grade 12,Male,False,0.0,,3344,607.0,224.0,115.0,83.0,42.0,5.0,2.0,
2026-04-12,ROSEBANK ACADEMY,Rosebank,Public,DIGITAL SKILLS PUSH,Launch,tiktok,Video,True,Both,Male,False,263.19,276.25,8360,2467.0,1232.0,692.0,409.0,188.0,11.0,7.0,77.0
04/04/2026,brixton high,Johannesburg South,Public,literacy week,Launch,Insta,Carousel,True,Both,Male,True,233.35,256.28,6305,519.0,745.0,360.0,210.0,82.0,14.0,8.0,52.0
03-04-2026,alexandra school,Alexandra,No-Fee Public,LITERACY WEEK,Launch,Instagram,Story,True,Grade 11,Male,True,470.42,426.99,12609,702.0,546.0,247.0,150.0,80.0,2.0,1.0,29.0
20/04/2026,Alexandra School,Alexandra,No-Fee Public,Digital Skills Push,Mid,whatsapp,Video,False,Grade 12,Male,True,0.0,0.0,671,363.0,91.0,45.0,37.0,16.0,1.0,0.0,3.0
06/06/2026,ALEXANDRA SCHOOL,Alexandra,No-Fee Public,literacy week,Close,IG,Carousel,False,Grade 12,Male,False,0.0,0.0,9028,1261.0,683.0,427.0,272.0,141.0,17.0,10.0,63.0
2026/05/29,brixton high,Johannesburg South,Public,stem drive,Close,tiktok,Carousel,True,Grade 11,Male,False,256.39,305.5,5835,1112.0,548.0,334.0,234.0,62.0,6.0,3.0,40.0
20/05/2026,Midrand High,Midrand,Public,digital skills push,Close,TT,Video,True,Grade 11,Male,False,4073.68,4793.11,143513,42652.0,11672.0,4695.0,3482.0,1156.0,72.0,38.0,501.0
2026-05-07,rosebank academy,Rosebank,Public,DIGITAL SKILLS PUSH,Mid,Instagram,Story,True,Grade 12,Male,False,275.93,261.31,7152,,257.0,169.0,122.0,51.0,13.0,7.0,16.0
26/04/2026,Soweto Academy,Soweto,No-Fee Public,career day,Mid,facebook,Static,True,Grade 11,All,False,64.87,58.93,1510,51.0,58.0,40.0,31.0,10.0,0.0,0.0,4.0
19/04/2026,alexandra school,Alexandra,No-Fee Public,Career Day,Mid,WhatsApp,Video,True,Grade 11,Male,True,14.86,17.26,564,253.0,,85.0,64.0,16.0,,0.0,11.0
09/04/2026,MIDRAND HIGH,Midrand,Public,Career Day,Launch,fb,Carousel,False,Grade 11,Male,False,0.0,0.0,1970,77.0,80.0,34.0,27.0,,1.0,0.0,2.0
2026-04-16,randburg high,Randburg,Public,digital skills push,Mid,facebook,Video,True,Both,Male,False,63.96,59.46,2035,85.0,160.0,70.0,40.0,11.0,2.0,1.0,7.0
10-04-2026,Randburg High,Randburg,Public,digital skills push,Launch,fb,Story,True,Grade 12,All,False,138.74,124.89,5036,241.0,279.0,121.0,100.0,54.0,3.0,2.0,10.0
18-05-2026,midrand high,Midrand,Public,LITERACY WEEK,Close,tiktok,Video,True,Grade 12,Female,False,213.32,185.27,9485,1332.0,1086.0,803.0,533.0,,23.0,13.0,47.0
30/04/2026,,Soweto,No-Fee Public,digital skills push,Mid,whatsapp,Video,False,Both,All,True,0.0,0.0,632,174.0,176.0,100.0,58.0,26.0,3.0,1.0,10.0
03-05-2026,,Alexandra,No-Fee Public,career day,Mid,fb,Carousel,True,Grade 12,Female,False,,53.43,1137,114.0,27.0,13.0,8.0,2.0,0.0,0.0,1.0
2026/04/18,rosebank academy,Rosebank,Public,LITERACY WEEK,Mid,tiktok,Video,True,Grade 12,Male,False,63.81,66.21,1556,320.0,70.0,52.0,34.0,10.0,2.0,0.0,6.0
01/06/2026,alexandra school,Alexandra,No-Fee Public,Digital Skills Push,Close,TikTok,Video,False,Both,Male,True,0.0,0.0,2227,579.0,318.0,186.0,136.0,65.0,5.0,2.0,20.0
2026-05-12,SANDTON COLLEGE,Sandton,Public,Literacy Week,Mid,TikTok,Video,True,Grade 11,Male,False,606.55,608.16,17842,5603.0,786.0,358.0,211.0,69.0,10.0,5.0,24.0
12/04/2026,rosebank academy,Rosebank,Public,STEM Drive,Launch,TikTok,Carousel,False,Grade 11,All,False,0.0,0.0,4607,991.0,230.0,,109.0,37.0,3.0,1.0,18.0
2026-05-13,SANDTON COLLEGE,Sandton,Public,literacy week,Mid,tiktok,Carousel,False,Grade 12,Male,False,,0.0,924,265.0,42.0,30.0,22.0,7.0,1.0,0.0,3.0
2026-05-30,Midrand High,Midrand,Public,Literacy Week,Close,WA,Carousel,True,Grade 11,Female,False,42.44,49.1,1743,,533.0,343.0,240.0,85.0,8.0,5.0,42.0
02/06/2026,Rosebank Academy,Rosebank,Public,STEM Drive,Close,whatsapp,Static,True,Grade 12,All,True,29.58,28.06,1787,244.0,342.0,183.0,121.0,60.0,12.0,4.0,9.0
10-04-2026,Midrand High,Midrand,Public,DIGITAL SKILLS PUSH,Launch,WA,Static,True,Grade 11,Female,False,14.97,,552,176.0,94.0,59.0,39.0,14.0,0.0,0.0,4.0
03/05/2026,brixton high,Johannesburg South,Public,career day,Mid,IG,Video,False,Grade 12,All,False,0.0,0.0,2802,194.0,148.0,91.0,58.0,,3.0,2.0,9.0
2026/04/30,Rosebank Academy,Rosebank,Public,literacy week,Mid,WhatsApp,Static,True,Both,Female,False,27.06,27.65,1094,,261.0,188.0,139.0,53.0,5.0,2.0,12.0
2026-04-05,brixton high,Johannesburg South,Public,STEM Drive,Launch,facebook,Video,False,Both,Female,False,0.0,0.0,536,16.0,35.0,16.0,13.0,4.0,,0.0,1.0
05/04/2026,Midrand High,Midrand,Public,literacy week,Launch,TT,Video,True,Both,Female,True,349.24,343.47,7974,1911.0,475.0,350.0,283.0,78.0,12.0,5.0,44.0
10-06-2026,alexandra school,Alexandra,No-Fee Public,Digital Skills Push,Close,IG,Story,True,Both,Male,True,264.18,267.41,5838,416.0,,243.0,,74.0,6.0,2.0,22.0
15/05/2026,Alexandra School,Alexandra,No-Fee Public,LITERACY WEEK,Mid,fb,Video,True,Both,Male,False,155.01,153.08,5088,197.0,,186.0,,52.0,5.0,2.0,14.0
05/05/2026,rosebank academy,Rosebank,Public,DIGITAL SKILLS PUSH,Mid,Facebook,Story,False,Grade 12,All,False,0.0,0.0,3112,89.0,64.0,28.0,15.0,8.0,2.0,0.0,
14-05-2026,Midrand High,Midrand,Public,STEM drive,Mid,TikTok,Static,True,Grade 12,Male,True,57.37,57.11,1863,266.0,193.0,126.0,107.0,27.0,6.0,3.0,15.0
27-05-2026,Brixton High,Johannesburg South,Public,stem drive,Close,fb,Static,True,Grade 12,Male,False,71.61,82.26,1360,76.0,65.0,46.0,35.0,12.0,1.0,0.0,5.0
2026/06/13,Brixton High,Johannesburg South,Public,CAREER DAY,Close,fb,Carousel,False,Grade 11,Male,False,0.0,0.0,2022,121.0,115.0,50.0,30.0,9.0,0.0,0.0,2.0
04-04-2026,brixton high,Johannesburg South,Public,Career Day,Launch,Instagram,Video,True,Grade 11,Female,False,366.59,405.59,7306,590.0,644.0,333.0,196.0,98.0,6.0,3.0,42.0
2026/06/05,midrand high,Midrand,Public,DIGITAL SKILLS PUSH,Close,fb,Carousel,False,Grade 11,All,False,0.0,0.0,2022,215.0,60.0,,19.0,8.0,0.0,0.0,1.0
05/06/2026,,Sandton,Public,DIGITAL SKILLS PUSH,Close,fb,Static,False,Grade 12,Male,True,0.0,0.0,29207,1643.0,2126.0,1237.0,881.0,276.0,55.0,27.0,103.0
06/05/2026,RANDBURG HIGH,Randburg,Public,CAREER DAY,Mid,WhatsApp,Static,False,Grade 12,Female,False,0.0,0.0,991,296.0,254.0,149.0,108.0,38.0,5.0,3.0,18.0
19-04-2026,SANDTON COLLEGE,Sandton,Public,DIGITAL SKILLS PUSH,Mid,TT,Video,False,Both,Female,False,0.0,0.0,12697,3423.0,1099.0,608.0,504.0,200.0,43.0,27.0,39.0
2026/04/02,Brixton High,Johannesburg South,Public,literacy week,Launch,facebook,Video,False,Grade 12,Female,False,0.0,0.0,2873,129.0,159.0,66.0,54.0,27.0,2.0,1.0,6.0
2026/06/09,MIDRAND HIGH,Midrand,Public,DIGITAL SKILLS PUSH,Close,TT,Video,False,Both,All,False,0.0,0.0,7454,996.0,847.0,470.0,297.0,82.0,6.0,,53.0
18/04/2026,alexandra school,Alexandra,No-Fee Public,stem drive,Mid,Instagram,Video,True,Both,All,False,178.71,154.72,3798,915.0,,66.0,44.0,22.0,1.0,0.0,4.0
2026/05/16,SOWETO ACADEMY,Soweto,No-Fee Public,LITERACY WEEK,Close,WhatsApp,Static,True,Grade 11,Male,False,37.86,38.87,1877,581.0,314.0,160.0,114.0,30.0,0.0,0.0,22.0
2026/05/22,Sandton College,Sandton,Public,STEM drive,Close,WA,Static,False,Grade 11,Male,False,0.0,0.0,387,59.0,44.0,31.0,19.0,6.0,0.0,0.0,4.0
02-06-2026,rosebank academy,Rosebank,Public,LITERACY WEEK,Close,fb,Static,False,Grade 12,Male,False,0.0,,1108,38.0,82.0,36.0,29.0,12.0,0.0,0.0,2.0
13/05/2026,Randburg High,Randburg,Public,CAREER DAY,Mid,Insta,Story,True,Grade 12,Male,True,168.69,164.51,2693,141.0,229.0,115.0,88.0,28.0,7.0,3.0,8.0
2026-05-05,rosebank academy,Rosebank,Public,career day,Mid,tiktok,Video,False,Grade 11,All,False,0.0,0.0,3984,1637.0,456.0,,211.0,,6.0,3.0,32.0
2026/04/14,Midrand High,Midrand,Public,STEM Drive,Launch,facebook,Static,True,Grade 11,All,False,1099.35,1010.2,20936,720.0,497.0,307.0,171.0,64.0,2.0,1.0,44.0
2026-05-10,brixton high,Johannesburg South,Public,career day,Mid,WA,Static,True,Grade 11,Male,False,6.49,6.5,292,40.0,33.0,13.0,10.0,3.0,0.0,0.0,1.0
19-04-2026,randburg high,Randburg,Public,stem drive,Mid,tiktok,Video,False,Grade 12,Female,False,0.0,0.0,7745,1069.0,575.0,317.0,265.0,126.0,,13.0,40.0
15/04/2026,ROSEBANK ACADEMY,Rosebank,Public,STEM drive,Mid,instagram,Static,False,Both,All,False,0.0,0.0,571,79.0,48.0,26.0,15.0,5.0,0.0,0.0,1.0
06/05/2026,brixton high,Johannesburg South,Public,Career Day,Mid,tiktok,Video,True,Both,Female,True,85.31,98.95,3503,1175.0,271.0,160.0,96.0,24.0,6.0,4.0,8.0
24/05/2026,BRIXTON HIGH,Johannesburg South,Public,career day,Close,TikTok,Video,True,Grade 11,Male,False,648.74,695.87,21105,8363.0,2615.0,1583.0,1276.0,431.0,26.0,12.0,178.0
2026/04/26,SANDTON COLLEGE,Sandton,Public,Literacy Week,Mid,facebook,Static,True,Grade 12,Female,False,144.65,124.81,3402,96.0,109.0,76.0,50.0,17.0,4.0,2.0,10.0
2026/04/23,MIDRAND HIGH,Midrand,Public,CAREER DAY,Mid,tiktok,Video,False,Grade 11,Female,False,0.0,0.0,1112,159.0,78.0,37.0,21.0,7.0,0.0,0.0,4.0
28/04/2026,midrand high,Midrand,Public,DIGITAL SKILLS PUSH,Mid,Instagram,Carousel,True,Grade 11,Female,False,87.8,92.67,2090,294.0,150.0,,66.0,18.0,2.0,1.0,14.0
03-05-2026,MIDRAND HIGH,Midrand,Public,Literacy Week,Mid,Facebook,Static,True,Grade 11,Male,False,178.48,189.38,4066,,292.0,216.0,132.0,48.0,5.0,2.0,13.0
12-04-2026,Rosebank Academy,Rosebank,Public,career day,Launch,WA,Static,False,Grade 11,Female,False,0.0,0.0,398,90.0,87.0,36.0,30.0,15.0,0.0,0.0,3.0
27/04/2026,ALEXANDRA SCHOOL,Alexandra,No-Fee Public,digital skills push,Mid,WA,Video,False,Grade 11,Female,False,0.0,0.0,773,403.0,152.0,104.0,83.0,31.0,1.0,0.0,9.0
2026-05-28,Midrand High,Midrand,Public,DIGITAL SKILLS PUSH,Close,instagram,Video,False,Grade 11,All,False,0.0,0.0,2542,422.0,181.0,77.0,58.0,27.0,2.0,1.0,10.0
2026-04-11,sandton college,Sandton,Public,career day,Launch,Instagram,Video,True,Both,Female,False,82.77,,1916,186.0,180.0,128.0,90.0,34.0,,,
06/04/2026,Randburg High,Randburg,Public,stem drive,Launch,Instagram,Story,False,Both,Male,True,0.0,0.0,16806,1431.0,1452.0,898.0,745.0,274.0,31.0,14.0,54.0
01/06/2026,BRIXTON HIGH,Johannesburg South,Public,STEM Drive,Close,Facebook,Static,True,Both,All,False,,132.09,5000,293.0,306.0,227.0,170.0,45.0,2.0,1.0,21.0
2026-04-04,MIDRAND HIGH,Midrand,Public,STEM drive,Launch,instagram,Static,False,Grade 12,All,True,0.0,0.0,394,14.0,39.0,,16.0,7.0,0.0,0.0,1.0
06-04-2026,sandton college,Sandton,Public,stem drive,Launch,Insta,Carousel,True,Grade 11,Male,False,220.5,202.67,5523,658.0,466.0,235.0,,91.0,4.0,2.0,23.0
2026/05/08,alexandra school,Alexandra,No-Fee Public,STEM drive,Mid,TT,Video,True,Grade 12,Female,False,60.88,61.75,2600,432.0,158.0,63.0,44.0,20.0,2.0,1.0,9.0
06/05/2026,Soweto Academy,Soweto,No-Fee Public,Digital Skills Push,Mid,fb,Static,True,Grade 12,All,False,229.14,251.43,6393,112.0,383.0,173.0,126.0,67.0,5.0,2.0,18.0
29-05-2026,ALEXANDRA SCHOOL,Alexandra,No-Fee Public,digital skills push,Close,Facebook,Static,True,Both,Male,False,79.87,75.41,1616,44.0,104.0,67.0,36.0,10.0,0.0,0.0,8.0
2026-05-24,RANDBURG HIGH,Randburg,Public,STEM Drive,Close,Facebook,Story,False,Grade 12,All,True,0.0,0.0,1221,31.0,33.0,13.0,7.0,2.0,0.0,0.0,0.0
07/06/2026,rosebank academy,Rosebank,Public,LITERACY WEEK,Close,fb,Story,True,Both,Female,True,125.46,111.04,3594,186.0,,145.0,118.0,34.0,5.0,3.0,11.0
2026-04-10,Rosebank Academy,Rosebank,Public,Literacy Week,Launch,whatsapp,Static,False,Both,All,False,0.0,0.0,1219,262.0,322.0,207.0,120.0,43.0,4.0,2.0,28.0
12/05/2026,ROSEBANK ACADEMY,Rosebank,Public,CAREER DAY,Mid,Instagram,Static,False,Grade 11,Female,False,0.0,0.0,828,70.0,91.0,40.0,23.0,9.0,1.0,0.0,4.0
06/04/2026,BRIXTON HIGH,Johannesburg South,Public,LITERACY WEEK,Launch,instagram,Carousel,False,Both,Male,True,0.0,,1806,376.0,147.0,58.0,32.0,13.0,2.0,1.0,4.0
10/05/2026,ROSEBANK ACADEMY,Rosebank,Public,Career Day,Mid,facebook,Story,False,Grade 11,Female,False,0.0,0.0,916,50.0,57.0,30.0,,8.0,1.0,0.0,3.0
2026/04/30,Midrand High,Midrand,Public,DIGITAL SKILLS PUSH,Mid,instagram,Video,False,Both,Male,False,0.0,,1355,306.0,146.0,61.0,50.0,17.0,2.0,1.0,5.0
2026-05-28,brixton high,Johannesburg South,Public,CAREER DAY,Close,facebook,Video,False,Grade 11,Male,False,0.0,0.0,5499,526.0,243.0,100.0,62.0,24.0,2.0,,11.0
10-05-2026,Alexandra School,Alexandra,No-Fee Public,DIGITAL SKILLS PUSH,Mid,fb,Video,True,Both,Male,False,136.55,122.05,4022,258.0,252.0,176.0,125.0,46.0,4.0,2.0,23.0
2026/04/13,RANDBURG HIGH,Randburg,Public,Literacy Week,Launch,Insta,Carousel,True,Both,Male,False,65.58,58.61,1747,171.0,204.0,93.0,78.0,34.0,2.0,0.0,13.0
2026/05/08,SOWETO ACADEMY,Soweto,No-Fee Public,STEM Drive,Mid,TT,Video,True,Grade 12,Female,False,390.52,384.12,14807,5790.0,1243.0,533.0,333.0,125.0,17.0,,30.0
2026/05/01,BRIXTON HIGH,Johannesburg South,Public,literacy week,Mid,Instagram,Static,True,Grade 12,Male,True,2307.66,2079.7,39554,4801.0,2160.0,938.0,791.0,250.0,93.0,59.0,58.0
2026/04/29,rosebank academy,Rosebank,Public,digital skills push,Mid,whatsapp,Carousel,False,Both,All,False,0.0,0.0,1370,356.0,451.0,281.0,185.0,89.0,15.0,7.0,26.0
2026-04-07,BRIXTON HIGH,Johannesburg South,Public,STEM drive,Launch,Instagram,Video,False,Both,Female,False,0.0,0.0,621,92.0,47.0,30.0,20.0,8.0,1.0,0.0,3.0
2026/04/24,alexandra school,Alexandra,No-Fee Public,Digital Skills Push,Mid,TikTok,Static,True,Both,Male,True,95.29,82.69,3305,473.0,194.0,143.0,93.0,42.0,,3.0,19.0
05/04/2026,midrand high,Midrand,Public,career day,Launch,facebook,Static,True,Grade 12,Female,False,300.13,256.04,8098,324.0,257.0,150.0,122.0,45.0,7.0,2.0,19.0
13-04-2026,RANDBURG HIGH,Randburg,Public,STEM drive,Launch,Insta,Video,False,Grade 12,Female,False,0.0,0.0,1290,207.0,115.0,56.0,,15.0,,1.0,4.0
01/05/2026,Alexandra School,Alexandra,No-Fee Public,CAREER DAY,Mid,WA,Carousel,True,Grade 11,Female,True,26.67,29.83,1779,781.0,,301.0,239.0,73.0,8.0,5.0,
2026-04-05,midrand high,Midrand,Public,literacy week,Launch,tiktok,Video,True,Grade 11,All,True,377.67,445.67,12983,4329.0,872.0,621.0,375.0,93.0,10.0,4.0,48.0
2026/04/25,ALEXANDRA SCHOOL,Alexandra,No-Fee Public,Literacy Week,Mid,TT,Video,False,Grade 12,Male,True,0.0,,1313,388.0,184.0,115.0,69.0,31.0,6.0,2.0,12.0
08-04-2026,MIDRAND HIGH,Midrand,Public,career day,Launch,WA,Static,True,Both,Male,False,24.78,29.35,1569,207.0,538.0,251.0,199.0,79.0,7.0,3.0,14.0
2026/05/27,soweto academy,Soweto,No-Fee Public,STEM drive,Close,fb,Static,True,Grade 11,Male,True,8.48,9.83,288,19.0,10.0,6.0,4.0,,0.0,0.0,0.0
27/05/2026,soweto academy,Soweto,No-Fee Public,Career Day,Close,Insta,Static,False,Both,Female,False,0.0,0.0,970,55.0,52.0,31.0,24.0,,0.0,0.0,3.0
2026-04-04,alexandra school,Alexandra,No-Fee Public,STEM drive,Launch,Instagram,Carousel,False,Grade 12,All,True,0.0,,1944,357.0,163.0,86.0,47.0,23.0,2.0,1.0,4.0
2026/04/19,RANDBURG HIGH,Randburg,Public,STEM drive,Mid,facebook,Video,False,Grade 11,All,False,0.0,0.0,493,20.0,18.0,10.0,8.0,2.0,0.0,0.0,0.0
2026-05-07,Soweto Academy,Soweto,No-Fee Public,Career Day,Mid,instagram,Video,False,Both,Female,False,0.0,0.0,10605,1307.0,1098.0,573.0,333.0,174.0,18.0,12.0,75.0
17-04-2026,SANDTON COLLEGE,Sandton,Public,STEM drive,Mid,WA,Static,False,Grade 12,All,False,0.0,0.0,244,75.0,80.0,42.0,30.0,12.0,2.0,1.0,3.0
11/05/2026,Soweto Academy,Soweto,No-Fee Public,STEM Drive,Mid,Facebook,Static,True,Both,Female,False,40.06,,1375,76.0,58.0,23.0,19.0,6.0,0.0,0.0,1.0
07/06/2026,rosebank academy,Rosebank,Public,literacy week,Close,WhatsApp,Static,True,Grade 12,Male,False,26.12,26.8,1044,127.0,321.0,204.0,165.0,68.0,13.0,8.0,20.0
2026/05/14,Randburg High,Randburg,Public,DIGITAL SKILLS PUSH,Mid,WhatsApp,Static,True,Grade 12,Male,False,52.42,46.47,3404,655.0,,518.0,322.0,,11.0,5.0,26.0
20/04/2026,RANDBURG HIGH,Randburg,Public,LITERACY WEEK,Mid,WhatsApp,Static,True,Grade 12,All,True,8.65,10.07,520,114.0,117.0,78.0,43.0,21.0,5.0,3.0,4.0
2026/05/20,ALEXANDRA SCHOOL,Alexandra,No-Fee Public,Literacy Week,Close,whatsapp,Static,False,Grade 12,All,True,0.0,0.0,1501,296.0,228.0,139.0,79.0,23.0,3.0,1.0,18.0
2026-05-13,MIDRAND HIGH,Midrand,Public,Literacy Week,Mid,WA,Video,True,Grade 11,All,False,20.85,22.24,1147,550.0,241.0,139.0,102.0,35.0,2.0,1.0,13.0
16/04/2026,rosebank academy,Rosebank,Public,Career Day,Mid,facebook,Static,True,Grade 12,Male,False,77.38,86.58,1469,39.0,58.0,29.0,24.0,9.0,2.0,1.0,
2026/04/21,randburg high,Randburg,Public,DIGITAL SKILLS PUSH,Mid,fb,Video,True,Grade 11,Male,True,176.33,175.78,4575,240.0,336.0,156.0,88.0,45.0,6.0,4.0,12.0
15/05/2026,ALEXANDRA SCHOOL,Alexandra,No-Fee Public,STEM drive,Mid,Facebook,Static,False,Both,All,False,,0.0,1570,107.0,78.0,39.0,30.0,13.0,0.0,0.0,5.0
10/04/2026,BRIXTON HIGH,Johannesburg South,Public,literacy week,Launch,fb,Story,False,Both,Male,False,0.0,0.0,828,36.0,43.0,25.0,19.0,5.0,0.0,0.0,1.0
10-05-2026,alexandra school,Alexandra,No-Fee Public,DIGITAL SKILLS PUSH,Mid,Insta,Static,False,Both,Male,False,,0.0,2598,330.0,127.0,85.0,60.0,17.0,2.0,1.0,7.0
11-04-2026,MIDRAND HIGH,Midrand,Public,career day,Launch,instagram,Static,False,Both,All,False,0.0,0.0,1725,101.0,202.0,94.0,69.0,34.0,3.0,1.0,5.0
04/04/2026,SOWETO ACADEMY,Soweto,No-Fee Public,stem drive,Launch,IG,Carousel,True,Both,All,False,346.53,363.9,5400,282.0,518.0,385.0,285.0,137.0,5.0,2.0,27.0
2026-04-03,Soweto Academy,Soweto,No-Fee Public,literacy week,Launch,tiktok,Video,True,Grade 12,Male,False,234.56,278.12,10740,,1241.0,659.0,424.0,221.0,19.0,8.0,33.0
24/05/2026,Sandton College,Sandton,Public,LITERACY WEEK,Close,IG,Video,True,Grade 11,Male,False,676.54,622.24,15657,1241.0,1467.0,921.0,635.0,312.0,26.0,17.0,130.0
2026/04/20,soweto academy,Soweto,No-Fee Public,literacy week,Mid,instagram,Carousel,True,Both,Female,False,47.14,40.63,1178,157.0,97.0,48.0,38.0,,2.0,1.0,2.0
30-04-2026,Sandton College,Sandton,Public,career day,Mid,WhatsApp,Carousel,False,Grade 11,Male,False,0.0,0.0,2960,1128.0,720.0,450.0,339.0,129.0,20.0,9.0,24.0
